Close,Date,High,Low,Open,Symbol,Unix Timestamp,Volume
247.62,2015-10-12 17:00:00,247.91,247.62,247.91,BTCUSD,1444669200,0.2499
247.62,2015-10-12 18:00:00,247.62,247.62,247.62,BTCUSD,1444672800,0.0
247.6,2015-10-12 19:00:00,247.62,247.6,247.62,BTCUSD,1444676400,4.399
247.6,2015-10-12 20:00:00,247.6,247.6,247.6,BTCUSD,1444680000,1.96
247.6,2015-10-12 21:00:00,247.61,247.6,247.6,BTCUSD,1444683600,0.22
247.6,2015-10-12 22:00:00,247.6,247.6,247.6,BTCUSD,1444687200,0.0
247.6,2015-10-12 23:00:00,247.6,247.6,247.6,BTCUSD,1444690800,3.4
247.24,2015-10-13 00:00:00,247.6,247.24,247.6,BTCUSD,1444694400,5.22438856
247.1,2015-10-13 01:00:00,247.33,247.1,247.24,BTCUSD,1444698000,6.202180531000001
245.75,2015-10-13 02:00:00,247.1,245.75,247.1,BTCUSD,1444701600,3.174
245.75,2015-10-13 03:00:00,245.75,245.75,245.75,BTCUSD,1444705200,2.0
245.75,2015-10-13 04:00:00,245.75,245.75,245.75,BTCUSD,1444708800,0.0
245.75,2015-10-13 05:00:00,245.75,245.75,245.75,BTCUSD,1444712400,0.0
246.4,2015-10-13 06:00:00,246.4,245.75,245.75,BTCUSD,1444716000,5.05097906
248.0,2015-10-13 07:00:00,248.0,246.4,246.4,BTCUSD,1444719600,13.29138404
248.3,2015-10-13 08:00:00,248.3,248.0,248.0,BTCUSD,1444723200,0.43
248.3,2015-10-13 09:00:00,248.3,248.3,248.3,BTCUSD,1444726800,0.0
248.3,2015-10-13 10:00:00,248.3,248.3,248.3,BTCUSD,1444730400,0.88
252.87,2015-10-13 11:00:00,252.87,248.3,248.3,BTCUSD,1444734000,29.26577102
251.45,2015-10-13 12:00:00,252.87,251.45,252.87,BTCUSD,1444737600,2.805
251.45,2015-10-13 13:00:00,251.45,251.45,251.45,BTCUSD,1444741200,0.0
251.35,2015-10-13 14:00:00,251.74,251.35,251.45,BTCUSD,1444744800,7.110836137000001
250.8,2015-10-13 15:00:00,251.35,250.8,251.35,BTCUSD,1444748400,14.75108593
250.28,2015-10-13 16:00:00,250.8,250.28,250.8,BTCUSD,1444752000,0.00395556
250.0,2015-10-13 17:00:00,250.28,250.0,250.28,BTCUSD,1444755600,0.0365496
249.92,2015-10-13 18:00:00,250.0,249.92,250.0,BTCUSD,1444759200,4.79958152
250.35,2015-10-13 19:00:00,250.37,249.92,249.92,BTCUSD,1444762800,3.550604799
250.35,2015-10-13 20:00:00,250.42,250.35,250.35,BTCUSD,1444766400,0.6854396420000001
250.35,2015-10-13 21:00:00,250.35,250.35,250.35,BTCUSD,1444770000,0.0
250.0,2015-10-13 22:00:00,250.35,250.0,250.35,BTCUSD,1444773600,0.013999999999999999
250.42,2015-10-13 23:00:00,250.42,250.0,250.0,BTCUSD,1444777200,16.15
251.08,2015-10-14 00:00:00,251.08,250.42,250.42,BTCUSD,1444780800,8.88401205
251.0,2015-10-14 01:00:00,251.08,250.8,251.08,BTCUSD,1444784400,46.9773968
251.0,2015-10-14 02:00:00,251.0,251.0,251.0,BTCUSD,1444788000,0.0
251.0,2015-10-14 03:00:00,251.0,251.0,251.0,BTCUSD,1444791600,0.0
250.7,2015-10-14 04:00:00,251.0,250.7,251.0,BTCUSD,1444795200,24.0
250.89,2015-10-14 05:00:00,250.89,250.7,250.7,BTCUSD,1444798800,25.0
250.89,2015-10-14 06:00:00,250.89,250.89,250.89,BTCUSD,1444802400,0.0
251.0,2015-10-14 07:00:00,251.0,250.89,250.89,BTCUSD,1444806000,0.79797376
251.15,2015-10-14 08:00:00,251.86,251.0,251.0,BTCUSD,1444809600,27.5289678
251.15,2015-10-14 09:00:00,251.15,251.15,251.15,BTCUSD,1444813200,0.08
251.15,2015-10-14 10:00:00,251.15,251.15,251.15,BTCUSD,1444816800,0.0
251.15,2015-10-14 11:00:00,251.15,251.15,251.15,BTCUSD,1444820400,7.1370000000000005
251.15,2015-10-14 12:00:00,251.15,251.15,251.15,BTCUSD,1444824000,0.0
251.53,2015-10-14 13:00:00,251.53,251.15,251.15,BTCUSD,1444827600,0.73
251.53,2015-10-14 14:00:00,251.53,251.53,251.53,BTCUSD,1444831200,0.0
253.0,2015-10-14 15:00:00,253.0,251.53,251.53,BTCUSD,1444834800,7.4660299
253.63,2015-10-14 16:00:00,253.63,253.0,253.0,BTCUSD,1444838400,7.99
254.55,2015-10-14 17:00:00,254.55,253.63,253.63,BTCUSD,1444842000,2.01
254.32,2015-10-14 18:00:00,254.75,254.32,254.55,BTCUSD,1444845600,27.0
253.92,2015-10-14 19:00:00,254.32,253.92,254.32,BTCUSD,1444849200,0.30691048
254.19,2015-10-14 20:00:00,254.19,253.92,253.92,BTCUSD,1444852800,0.468111104
254.07,2015-10-14 21:00:00,254.19,254.07,254.19,BTCUSD,1444856400,0.04336008
254.19,2015-10-14 22:00:00,254.19,253.92,254.07,BTCUSD,1444860000,12.157
253.0,2015-10-14 23:00:00,254.19,253.0,254.19,BTCUSD,1444863600,12.98
253.0,2015-10-15 00:00:00,253.0,253.0,253.0,BTCUSD,1444867200,0.0
253.0,2015-10-15 01:00:00,253.0,253.0,253.0,BTCUSD,1444870800,0.0
255.0,2015-10-15 02:00:00,255.0,253.0,253.0,BTCUSD,1444874400,13.124208
254.59,2015-10-15 03:00:00,256.15,254.59,255.0,BTCUSD,1444878000,15.73250744
254.59,2015-10-15 04:00:00,254.59,254.59,254.59,BTCUSD,1444881600,0.0
255.9,2015-10-15 05:00:00,255.9,254.59,254.59,BTCUSD,1444885200,0.05
255.9,2015-10-15 06:00:00,255.9,255.9,255.9,BTCUSD,1444888800,0.0
255.9,2015-10-15 07:00:00,255.9,255.9,255.9,BTCUSD,1444892400,0.0
253.64,2015-10-15 08:00:00,255.9,253.61,255.9,BTCUSD,1444896000,0.8064875
255.47,2015-10-15 09:00:00,255.47,253.0,253.64,BTCUSD,1444899600,22.37467032
255.47,2015-10-15 10:00:00,255.47,255.47,255.47,BTCUSD,1444903200,0.0
255.47,2015-10-15 11:00:00,255.47,255.47,255.47,BTCUSD,1444906800,0.0
255.47,2015-10-15 12:00:00,255.47,255.47,255.47,BTCUSD,1444910400,0.0
255.47,2015-10-15 13:00:00,255.47,255.47,255.47,BTCUSD,1444914000,8.438029683
255.45,2015-10-15 14:00:00,255.47,255.45,255.47,BTCUSD,1444917600,10.0
255.31,2015-10-15 15:00:00,257.0,253.6,255.45,BTCUSD,1444921200,11.85125187
255.0,2015-10-15 16:00:00,255.4,255.0,255.31,BTCUSD,1444924800,1.00049998
255.4,2015-10-15 17:00:00,255.4,255.0,255.0,BTCUSD,1444928400,15.58050002
256.25,2015-10-15 18:00:00,256.31,255.4,255.4,BTCUSD,1444932000,99.96056775
258.86,2015-10-15 19:00:00,258.98,256.25,256.25,BTCUSD,1444935600,38.1999812
256.33,2015-10-15 20:00:00,258.98,256.33,258.86,BTCUSD,1444939200,3.081174968
255.2,2015-10-15 21:00:00,258.98,255.2,256.33,BTCUSD,1444942800,74.58727392
255.2,2015-10-15 22:00:00,258.98,255.2,255.2,BTCUSD,1444946400,43.51297857
255.31,2015-10-15 23:00:00,255.31,254.31,255.2,BTCUSD,1444950000,26.07481992
255.31,2015-10-16 00:00:00,255.31,255.31,255.31,BTCUSD,1444953600,17.990838699999998
255.13,2015-10-16 01:00:00,256.09,254.84,255.31,BTCUSD,1444957200,10.99342288
256.63,2015-10-16 02:00:00,257.04,255.1,255.13,BTCUSD,1444960800,22.30381117
257.19,2015-10-16 03:00:00,257.19,256.5,256.63,BTCUSD,1444964400,4.155621132
258.98,2015-10-16 04:00:00,258.98,255.9,257.19,BTCUSD,1444968000,6.243828303
258.98,2015-10-16 05:00:00,259.0,256.36,258.98,BTCUSD,1444971600,25.34736523
258.98,2015-10-16 06:00:00,258.98,256.02,258.98,BTCUSD,1444975200,10.67536371
256.21,2015-10-16 07:00:00,258.98,256.21,258.98,BTCUSD,1444978800,4.0
256.21,2015-10-16 08:00:00,256.21,256.21,256.21,BTCUSD,1444982400,0.0
260.0,2015-10-16 09:00:00,260.0,256.21,256.21,BTCUSD,1444986000,8.615932201
259.2,2015-10-16 10:00:00,260.53,259.2,260.0,BTCUSD,1444989600,9.783999999999999
259.2,2015-10-16 11:00:00,259.2,259.2,259.2,BTCUSD,1444993200,0.0
261.5,2015-10-16 12:00:00,261.92,259.2,259.2,BTCUSD,1444996800,4.871317433
263.0,2015-10-16 13:00:00,263.0,261.0,261.5,BTCUSD,1445000400,12.00952831
263.0,2015-10-16 14:00:00,264.93,262.0,263.0,BTCUSD,1445004000,36.08920169
265.42,2015-10-16 15:00:00,269.99,263.0,263.0,BTCUSD,1445007600,72.01735586
268.83,2015-10-16 16:00:00,269.85,265.42,265.42,BTCUSD,1445011200,0.7884145690000001
268.66,2015-10-16 17:00:00,268.83,268.2,268.83,BTCUSD,1445014800,11.85462628
269.99,2015-10-16 18:00:00,269.99,263.46,268.66,BTCUSD,1445018400,100.87134420000001
265.7,2015-10-16 19:00:00,278.0,265.7,269.99,BTCUSD,1445022000,60.65499627
263.05,2015-10-16 20:00:00,269.97,263.05,265.7,BTCUSD,1445025600,102.9569411
263.1,2015-10-16 21:00:00,263.1,263.02,263.05,BTCUSD,1445029200,16.183
263.25,2015-10-16 22:00:00,269.98,262.89,263.1,BTCUSD,1445032800,10.202883400000001
264.0,2015-10-16 23:00:00,269.99,263.14,263.25,BTCUSD,1445036400,4.755215246000001
264.38,2015-10-17 00:00:00,264.38,264.0,264.0,BTCUSD,1445040000,4.92431789
265.18,2015-10-17 01:00:00,285.0,263.75,264.38,BTCUSD,1445043600,39.39158169
270.0,2015-10-17 02:00:00,279.0,265.18,265.18,BTCUSD,1445047200,7.392243406
270.0,2015-10-17 03:00:00,270.0,270.0,270.0,BTCUSD,1445050800,2.5
274.6,2015-10-17 04:00:00,274.6,270.0,270.0,BTCUSD,1445054400,2.49
270.91,2015-10-17 05:00:00,274.98,270.91,274.6,BTCUSD,1445058000,84.62
274.58,2015-10-17 06:00:00,274.58,270.91,270.91,BTCUSD,1445061600,0.099757889
269.87,2015-10-17 07:00:00,274.58,269.87,274.58,BTCUSD,1445065200,0.07171407
274.19,2015-10-17 08:00:00,274.19,267.81,269.87,BTCUSD,1445068800,1.27068
274.19,2015-10-17 09:00:00,274.19,274.19,274.19,BTCUSD,1445072400,3.23
274.19,2015-10-17 10:00:00,274.19,274.19,274.19,BTCUSD,1445076000,0.0
274.19,2015-10-17 11:00:00,274.19,274.19,274.19,BTCUSD,1445079600,0.0
274.14,2015-10-17 12:00:00,274.19,274.03,274.19,BTCUSD,1445083200,1.004998195
274.14,2015-10-17 13:00:00,274.14,274.0,274.14,BTCUSD,1445086800,1.48
274.0,2015-10-17 14:00:00,274.89,274.0,274.14,BTCUSD,1445090400,33.4550018
273.5,2015-10-17 15:00:00,274.0,271.68,274.0,BTCUSD,1445094000,20.06797367
271.16,2015-10-17 16:00:00,274.25,271.16,273.5,BTCUSD,1445097600,21.67256237
271.16,2015-10-17 17:00:00,271.16,271.16,271.16,BTCUSD,1445101200,0.0
270.0,2015-10-17 18:00:00,271.16,270.0,271.16,BTCUSD,1445104800,0.0485
268.0,2015-10-17 19:00:00,270.0,268.0,270.0,BTCUSD,1445108400,0.89955
267.71,2015-10-17 20:00:00,268.0,267.71,268.0,BTCUSD,1445112000,1.9403099999999998
270.0,2015-10-17 21:00:00,270.0,267.71,267.71,BTCUSD,1445115600,2.38832999
272.47,2015-10-17 22:00:00,272.47,270.0,270.0,BTCUSD,1445119200,0.40406196299999997
272.47,2015-10-17 23:00:00,272.47,272.47,272.47,BTCUSD,1445122800,4.718268027
274.39,2015-10-18 00:00:00,274.39,272.47,272.47,BTCUSD,1445126400,0.489137592
274.5,2015-10-18 01:00:00,274.5,272.13,274.39,BTCUSD,1445130000,16.3857
271.65,2015-10-18 02:00:00,274.89,271.65,274.5,BTCUSD,1445133600,7.508763383
269.26,2015-10-18 03:00:00,271.65,269.26,271.65,BTCUSD,1445137200,0.006
274.22,2015-10-18 04:00:00,274.22,269.26,269.26,BTCUSD,1445140800,0.09091239999999999
274.22,2015-10-18 05:00:00,274.22,274.22,274.22,BTCUSD,1445144400,0.0
274.45,2015-10-18 06:00:00,274.89,274.0,274.22,BTCUSD,1445148000,1.8153123880000002
274.45,2015-10-18 07:00:00,274.45,274.45,274.45,BTCUSD,1445151600,0.0
274.66,2015-10-18 08:00:00,274.66,268.01,274.45,BTCUSD,1445155200,0.8
274.66,2015-10-18 09:00:00,274.66,274.66,274.66,BTCUSD,1445158800,0.0
272.44,2015-10-18 10:00:00,274.66,272.44,274.66,BTCUSD,1445162400,0.09469975
272.44,2015-10-18 11:00:00,272.44,272.44,272.44,BTCUSD,1445166000,0.0
272.44,2015-10-18 12:00:00,272.44,272.44,272.44,BTCUSD,1445169600,0.0
272.44,2015-10-18 13:00:00,272.44,272.44,272.44,BTCUSD,1445173200,0.0
268.5,2015-10-18 14:00:00,272.44,268.5,272.44,BTCUSD,1445176800,0.19523277
268.75,2015-10-18 15:00:00,268.75,268.5,268.5,BTCUSD,1445180400,2.3574558
267.75,2015-10-18 16:00:00,268.75,264.01,268.75,BTCUSD,1445184000,17.65689258
267.75,2015-10-18 17:00:00,267.75,267.75,267.75,BTCUSD,1445187600,0.0
264.02,2015-10-18 18:00:00,267.75,264.02,267.75,BTCUSD,1445191200,1.07
264.02,2015-10-18 19:00:00,264.02,264.02,264.02,BTCUSD,1445194800,0.0
264.02,2015-10-18 20:00:00,264.02,264.02,264.02,BTCUSD,1445198400,0.0
268.46,2015-10-18 21:00:00,268.46,264.02,264.02,BTCUSD,1445202000,0.37156605600000003
268.46,2015-10-18 22:00:00,268.46,268.46,268.46,BTCUSD,1445205600,0.0
268.46,2015-10-18 23:00:00,268.46,268.46,268.46,BTCUSD,1445209200,0.0
268.46,2015-10-19 00:00:00,268.46,268.46,268.46,BTCUSD,1445212800,0.0
268.46,2015-10-19 01:00:00,268.46,268.46,268.46,BTCUSD,1445216400,0.0
269.99,2015-10-19 02:00:00,269.99,268.46,268.46,BTCUSD,1445220000,0.5
269.99,2015-10-19 03:00:00,269.99,269.99,269.99,BTCUSD,1445223600,0.0
269.99,2015-10-19 04:00:00,269.99,269.99,269.99,BTCUSD,1445227200,0.0
269.99,2015-10-19 05:00:00,269.99,269.99,269.99,BTCUSD,1445230800,0.0
269.99,2015-10-19 06:00:00,269.99,269.99,269.99,BTCUSD,1445234400,0.0
269.99,2015-10-19 07:00:00,269.99,269.99,269.99,BTCUSD,1445238000,0.0
269.99,2015-10-19 08:00:00,269.99,269.99,269.99,BTCUSD,1445241600,0.0
269.99,2015-10-19 09:00:00,269.99,269.99,269.99,BTCUSD,1445245200,0.0
269.99,2015-10-19 10:00:00,269.99,269.99,269.99,BTCUSD,1445248800,0.0
269.99,2015-10-19 11:00:00,269.99,269.99,269.99,BTCUSD,1445252400,0.0
268.81,2015-10-19 12:00:00,269.99,268.81,269.99,BTCUSD,1445256000,0.22399999999999998
267.39,2015-10-19 13:00:00,274.38,265.0,268.81,BTCUSD,1445259600,17.51813019
267.89,2015-10-19 14:00:00,269.86,267.39,267.39,BTCUSD,1445263200,42.49524108
268.5,2015-10-19 15:00:00,269.67,267.89,267.89,BTCUSD,1445266800,6.31573334
274.77,2015-10-19 16:00:00,274.77,268.5,268.5,BTCUSD,1445270400,7.407312329
270.0,2015-10-19 17:00:00,274.77,270.0,274.77,BTCUSD,1445274000,31.21744302
268.51,2015-10-19 18:00:00,272.99,268.51,270.0,BTCUSD,1445277600,8.244050682000001
272.5,2015-10-19 19:00:00,274.12,268.5,268.51,BTCUSD,1445281200,7.84946123
265.06,2015-10-19 20:00:00,272.5,265.06,272.5,BTCUSD,1445284800,7.922000000000001
272.5,2015-10-19 21:00:00,272.5,265.05,265.06,BTCUSD,1445288400,3.227182087
266.02,2015-10-19 22:00:00,272.5,266.02,272.5,BTCUSD,1445292000,0.004
266.33,2015-10-19 23:00:00,273.87,266.02,266.02,BTCUSD,1445295600,42.73925601
266.89,2015-10-20 00:00:00,267.89,266.33,266.33,BTCUSD,1445299200,18.50819864
270.3,2015-10-20 01:00:00,270.72,266.89,266.89,BTCUSD,1445302800,38.97419378
270.3,2015-10-20 02:00:00,270.3,270.3,270.3,BTCUSD,1445306400,0.0
273.87,2015-10-20 03:00:00,273.87,269.92,270.3,BTCUSD,1445310000,17.30465075
270.99,2015-10-20 04:00:00,273.87,269.0,273.87,BTCUSD,1445313600,19.13193113
266.89,2015-10-20 05:00:00,273.87,266.89,270.99,BTCUSD,1445317200,11.68780347
266.89,2015-10-20 06:00:00,266.89,266.89,266.89,BTCUSD,1445320800,0.0
266.89,2015-10-20 07:00:00,266.89,266.89,266.89,BTCUSD,1445324400,0.0
268.38,2015-10-20 08:00:00,268.38,266.89,266.89,BTCUSD,1445328000,0.0508
268.38,2015-10-20 09:00:00,268.38,268.38,268.38,BTCUSD,1445331600,0.0
273.87,2015-10-20 10:00:00,273.87,268.38,268.38,BTCUSD,1445335200,2.3609999999999998
273.87,2015-10-20 11:00:00,273.87,273.87,273.87,BTCUSD,1445338800,0.0
273.87,2015-10-20 12:00:00,273.87,273.87,273.87,BTCUSD,1445342400,0.0
268.76,2015-10-20 13:00:00,273.87,268.76,273.87,BTCUSD,1445346000,0.28
271.12,2015-10-20 14:00:00,271.12,268.76,268.76,BTCUSD,1445349600,1.0
275.99,2015-10-20 15:00:00,275.99,271.12,271.12,BTCUSD,1445353200,7.114
275.99,2015-10-20 16:00:00,275.99,275.98,275.99,BTCUSD,1445356800,7.2
270.97,2015-10-20 17:00:00,275.99,270.0,275.99,BTCUSD,1445360400,1.208651675
272.35,2015-10-20 18:00:00,274.3,270.97,270.97,BTCUSD,1445364000,0.134497675
274.0,2015-10-20 19:00:00,275.5,271.92,272.35,BTCUSD,1445367600,4.22411678
274.42,2015-10-20 20:00:00,275.0,274.0,274.0,BTCUSD,1445371200,22.23858823
272.0,2015-10-20 21:00:00,274.87,272.0,274.42,BTCUSD,1445374800,7.61217526
272.1,2015-10-20 22:00:00,275.0,272.0,272.0,BTCUSD,1445378400,0.003
272.0,2015-10-20 23:00:00,272.25,272.0,272.1,BTCUSD,1445382000,2.63582215
272.25,2015-10-21 00:00:00,272.25,272.0,272.0,BTCUSD,1445385600,0.77
272.25,2015-10-21 01:00:00,272.25,272.25,272.25,BTCUSD,1445389200,2.06
272.5,2015-10-21 02:00:00,272.5,272.25,272.25,BTCUSD,1445392800,0.94800167
